Methanol_T,Methanol_P
65.8872668726687,141.160489213853
65.8891728917289,141.22865690502
65.8910789107891,141.296853295395
65.8929849298493,141.365078415112
65.8948909489095,141.433332241324
65.8967969679697,141.501614815467
65.8987029870299,141.56992613996
65.9006090060901,141.638266204906
65.9025150251503,141.70663505251
65.9044210442104,141.775032673602
65.9063270632706,141.843459070992
65.9082330823308,141.911914284119
65.910139101391,141.980398295308
65.9120451204512,142.048911124316
65.9139511395114,142.117452768721
65.9158571585716,142.186023276533
65.9177631776318,142.254622615522
65.919669196692,142.323250822189
65.9215752157522,142.391907892822
65.9234812348124,142.460593832013
65.9253872538725,142.529308669383
65.9272932729327,142.59805241523
65.9291992919929,142.666825067899
65.9311053110531,142.735626616235
65.9330113301133,142.804457120401
65.9349173491735,142.873316555749
65.9368233682337,142.942204948679
65.9387293872939,143.011122291051
65.9406354063541,143.080068605887
65.9425414254143,143.149043918993
65.9444474444744,143.218048212959
65.9463534635346,143.28708148692
65.9482594825948,143.356143800084
65.950165501655,143.425235129115
65.9520715207152,143.494355495642
65.9539775397754,143.563504899498
65.9558835588356,143.632683355904
65.9577895778958,143.701890874859
65.959695596956,143.77112747201
65.9616016160162,143.840393140154
65.9635076350764,143.90968790811
65.9654136541365,143.979011792268
65.9673196731967,144.048364788166
65.9692256922569,144.117746902451
65.9711317113171,144.187158146924
65.9730377303773,144.256598544483
65.9749437494375,144.326068090792
65.9768497684977,144.395566805793
65.9787557875579,144.465094701718
65.9806618066181,144.534651794818
65.9825678256783,144.60423805701
65.9844738447384,144.673853544649
65.9863798637986,144.743498240983
65.9882858828588,144.813172164299
65.990191901919,144.882875347637
65.9920979209792,144.95260776785
65.9940039400394,145.022369435541
65.9959099590996,145.092160385099
65.9978159781598,145.161980608551
65.99972199722,145.231830125203
66.0016280162802,145.301708934516
66.0035340353404,145.371617062262
66.0054400544005,145.441554514483
66.0073460734607,145.511521287354
66.0092520925209,145.581517396802
66.0111581115811,145.651542875154
66.0130641306413,145.72159771227
66.0149701497015,145.79168191351
66.0168761687617,145.861795498563
66.0187821878219,145.931938490312
66.0206882068821,146.002110878352
66.0225942259423,146.072312667252
66.0245002450024,146.1425438908
66.0264062640626,146.212804548667
66.0283122831228,146.283094642942
66.030218302183,146.353414202784
66.0321243212432,146.423763234095
66.0340303403034,146.494141727873
66.0359363593636,146.564549714351
66.0378423784238,146.634987208011
66.039748397484,146.70545419391
66.0416544165442,146.775950698877
66.0435604356044,146.846476741992
66.0454664546645,146.917032328306
66.0473724737247,146.987617438712
66.0492784927849,147.058232118095
66.0511845118451,147.128876386861
66.0530905309053,147.199550213188
66.0549965499655,147.270253634216
66.0569025690257,147.340986671755
66.0588085880859,147.41174930588
66.0607146071461,147.482541565597
66.0626206262063,147.553363463552
66.0645266452665,147.624214999668
66.0664326643266,147.695096185899
66.0683386833868,147.766007038857
66.070244702447,147.836947554886
66.0721507215072,147.907917772438
66.0740567405674,147.978917684871
66.0759627596276,148.049947278297
66.0778687786878,148.121006607846
66.079774797748,148.192095661403
66.0816808168082,148.263214456581
66.0835868358684,148.33436298402
66.0854928549285,148.405541278998
66.0873988739887,148.476749348086
66.0893048930489,148.547987187236
66.0912109121091,148.619254812253
66.0931169311693,148.69055224674
66.0950229502295,148.761879472448
66.0969289692897,148.833236545828
66.0988349883499,148.904623432941
66.1007410074101,148.976040153806
66.1026470264703,149.047486736952
66.1045530455305,149.118963195098
66.1064590645906,149.190469511591
66.1083650836508,149.262005710192
66.110271102711,149.333571798361
66.1121771217712,149.405167809105
66.1140831408314,149.47679372019
66.1159891598916,149.548449566659
66.1178951789518,149.620135340868
66.119801198012,149.691851049854
66.1217072170722,149.763596735827
66.1236132361324,149.835372371203
66.1255192551925,149.907178006073
66.1274252742527,149.979013616412
66.1293312933129,150.050879232585
66.1312373123731,150.122774839157
66.1331433314333,150.194700495911
66.1350493504935,150.266656163333
66.1369553695537,150.338641873538
66.1388613886139,150.410657638951
66.1407674076741,150.482703463477
66.1426734267343,150.554779362513
66.1445794457945,150.626885332091
66.1464854648546,150.69902141831
66.1483914839148,150.771187585252
66.150297502975,150.843383893376
66.1522035220352,150.915610304632
66.1541095410954,150.987866853657
66.1560155601556,151.06015358628
66.1579215792158,151.132470433556
66.159827598276,151.204817438315
66.1617336173362,151.277194671239
66.1636396363964,151.349602069986
66.1655456554566,151.422039647958
66.1674516745167,151.494507450966
66.1693576935769,151.567005487281
66.1712637126371,151.639533747377
66.1731697316973,151.712092238127
66.1750757507575,151.784680991128
66.1769817698177,151.857300012908
66.1788877888779,151.929949290475
66.1807938079381,152.002628862292
66.1826998269983,152.075338722134
66.1846058460585,152.148078905227
66.1865118651186,152.220849391919
66.1884178841788,152.293650207707
66.190323903239,152.366481359398
66.1922299222992,152.439342862515
66.1941359413594,152.512234714755
